number,value,params_EPOCHS,params_dropout_l0,params_dropout_l1,params_dropout_l2,params_lr,params_n_layers,params_n_units_l0,params_n_units_l1,params_n_units_l2
95,9.939783509859505e-05,264,0.2415356815543839,0.41623805762581434,0.11988065108809995,0.0004575623067072639,3,1376,608.0,1248.0
81,9.945063551034158e-05,230,0.20036681429545866,0.35731627181149334,0.20892670724363038,0.00034105196963617223,3,1632,352.0,1120.0
275,9.979153740763043e-05,335,0.27452062172448344,0.1675432838729547,0.1781855628031101,0.0004937739560890569,3,1760,416.0,1632.0
6211,0.00010212866812556362,138,0.14476317319795548,0.10578118595234583,0.10723578778121545,0.0006993867019298276,3,2016,352.0,1184.0
20,0.00010409528040327132,679,0.2591373615880325,0.46273999549693373,0.10527191995839551,0.000132571301944984,3,1504,480.0,1376.0
79,0.0001045479667178976,327,0.22886544423583927,0.4368050104888877,0.10033206208437782,0.00034601794668554604,3,1440,480.0,1440.0
330,0.00010569900502256738,583,0.4254974426987392,0.12285207617505882,0.10321205301949685,0.0004677395151493967,3,1504,416.0,2144.0
4712,0.00010630796750774608,239,0.16456396252573074,0.10008585533959233,0.1232374176890906,0.0005111960060058451,3,1696,416.0,1632.0
128,0.00010747927687286089,222,0.3207125083172648,0.44036967696595125,0.1345919233375912,0.0005320009959238591,3,1568,416.0,1248.0
398,0.00010778992073028349,590,0.23940634726024504,0.12711713842080027,0.14308521734290947,0.00045642396264002554,3,1952,416.0,1504.0
16,0.00011125515957246534,223,0.2553098760649909,0.105285079043021,,0.00042213425600581085,2,2144,1056.0,
1621,0.00011211056941344093,245,0.19945902773245092,0.1810559176398419,0.13573133545391347,0.0007156175031574336,3,1760,480.0,1248.0
8,0.00011232408166203337,244,0.20598069423646762,0.11299884806087074,,0.0001707369898276441,2,416,992.0,
4636,0.00011289869047080477,223,0.14201326668566652,0.10537836562832803,0.1213286349185216,0.0005012909132775016,3,1824,352.0,1824.0
71,0.00011292634978114317,202,0.24126864049583752,0.47428488079055203,0.2344507627757002,0.0005343934829053673,3,1632,608.0,1248.0
90,0.00011352150807700431,199,0.18600398519339056,0.3631656814280691,0.12258699615878389,0.0006440816232885096,3,1760,544.0,1056.0
17,0.00011362246053370957,689,0.2659560547611118,0.4813944250716816,0.10592704346212208,0.00014612184982909667,3,1504,608.0,2144.0
683,0.00011436736749601551,196,0.13058306687055754,0.13855509674045785,0.21040166679475844,0.0005774283311541518,3,1824,352.0,1696.0
1791,0.00011454293538311806,373,0.11907417758464918,0.1663077361401281,0.16696461873231702,0.0005162028453137909,3,1696,352.0,1376.0
3160,0.00011502201353626636,293,0.11090387202680593,0.11874496537510164,0.11682268145825768,0.0005434454288670278,3,1504,352.0,1440.0
74,0.00011609519763927286,162,0.1980240655198298,0.404182594166729,0.22259126409904334,0.0005515721150170925,3,2144,416.0,1312.0
118,0.00011751366182579658,247,0.31195398925940193,0.39142612660697007,0.11126076751327423,0.0004086027902652599,3,1568,992.0,1760.0
503,0.00011861821306714167,237,0.30891934918135816,0.11310524476479937,0.10515979142731226,0.0005164101705083661,3,1888,416.0,1696.0
9,0.00011902962869498878,536,0.2729601223514864,,,1.4118971163542022e-05,1,2080,,
88,0.0001193888778895295,194,0.185285007824779,0.3697679724422782,0.11966246250075707,0.0006954643354667422,3,1632,544.0,1120.0
